,Надгруппа,Группа товаров,Подгруппа товаров,Товар,Общий рейтинг,Безопасность,Натуральность,Пищевая ценность,Качество,Ссылка на сайт
0,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Экомилк"" 3,2% пастеризованное",-1,95,75,67,79,https://roscontrol.com/product/moloko-ekomilk/
1,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Ашан"" 2,5%, пастеризованное",76,88,70,61,86,https://roscontrol.com/product/ashan-25-pasterizovannoe/
2,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Вологодское лето"" 2,5%, пастеризованное",70,83,70,66,62,https://roscontrol.com/product/vologodskoe-leto-25-pasterizovannoe/
3,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Молоко нашей дойки"" 2,5%, пастеризованное",73,90,70,62,70,https://roscontrol.com/product/moloko-nashey-doyki-25-pasterizovannoe/
4,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко Billa 2,5%, пастеризованное",72,89,65,61,73,https://roscontrol.com/product/billa-25-pasterizovannoe/
5,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Сарафаново"" 2,5%, пастеризованное",72,89,65,62,73,https://roscontrol.com/product/sarafanovo-25-pasterizovannoe/
6,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Простоквашино"" 2,5%, пастеризованное",75,89,70,62,80,https://roscontrol.com/product/prostokvashino-25-pasterizovannoe/
7,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Домик в деревне"" 2,5%, пастеризованное",73,86,70,62,75,https://roscontrol.com/product/moloko-pasterizovannoe-domik-v-derevne-2-5/
8,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Зеленая линия / Маркет Перекресток"", 3,2% пастеризованное",75,80,80,67,73,https://roscontrol.com/product/zelenaya-liniya-market-perekrestok-32-pasterizovannoe/
9,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Искренне Ваш"", 3,2% пастеризованное",70,62,70,66,83,https://roscontrol.com/product/iskrenne-vash-32-pasterizovannoe/
10,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко Globus, 3,2% пастеризованное",75,66,75,67,93,https://roscontrol.com/product/globus-32-pasterizovannoe/
11,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Вологжанка"", 3,2% пастеризованное",72,86,75,66,59,https://roscontrol.com/product/vologganka-32-pasterizovannoe-1/
12,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Село Зеленое"" 3,2% пастеризованное",77,88,70,67,82,https://roscontrol.com/product/moloko-selo-zelenoe-3-2-pasterizovannoe/
13,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Красная цена"", 3,2%, ультрапастеризованное",71,83,60,66,76,https://roscontrol.com/product/krasnaya-tsena-32-ultrapasterizovannoe/
14,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Простоквашино"" 3,2% ультрапастеризованное",73,88,65,66,73,https://roscontrol.com/product/moloko-prostokvashino-3-2/
15,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Село Зеленое"" 3,2% ультрапастеризованное",77,91,65,66,84,https://roscontrol.com/product/selo-zelenoe-32-ultrapasterizovannoe/
16,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Простоквашино"" отборное, от 3,4% до 4,5% пастеризованное",82,92,80,63,91,https://roscontrol.com/product/prostokvashino-otbornoe-ot-34-do-45-pasterizovannoe/
17,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Останкинское"" 3,2% ультрапастеризованное",68,97,75,66,32,https://roscontrol.com/product/ostankinskoe-32-ultrapasterizovannoe/
18,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Экомилк"" 3,2% пастеризованное",-1,95,75,67,79,https://roscontrol.com/product/moloko-ekomilk/
19,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Ашан"" 2,5%, пастеризованное",76,88,70,61,86,https://roscontrol.com/product/ashan-25-pasterizovannoe/
20,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Вологодское лето"" 2,5%, пастеризованное",70,83,70,66,62,https://roscontrol.com/product/vologodskoe-leto-25-pasterizovannoe/
21,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Молоко нашей дойки"" 2,5%, пастеризованное",73,90,70,62,70,https://roscontrol.com/product/moloko-nashey-doyki-25-pasterizovannoe/
22,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко Billa 2,5%, пастеризованное",72,89,65,61,73,https://roscontrol.com/product/billa-25-pasterizovannoe/
23,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Сарафаново"" 2,5%, пастеризованное",72,89,65,62,73,https://roscontrol.com/product/sarafanovo-25-pasterizovannoe/
24,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Простоквашино"" 2,5%, пастеризованное",75,89,70,62,80,https://roscontrol.com/product/prostokvashino-25-pasterizovannoe/
25,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Домик в деревне"" 2,5%, пастеризованное",73,86,70,62,75,https://roscontrol.com/product/moloko-pasterizovannoe-domik-v-derevne-2-5/
26,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Зеленая линия / Маркет Перекресток"", 3,2% пастеризованное",75,80,80,67,73,https://roscontrol.com/product/zelenaya-liniya-market-perekrestok-32-pasterizovannoe/
27,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Искренне Ваш"", 3,2% пастеризованное",70,62,70,66,83,https://roscontrol.com/product/iskrenne-vash-32-pasterizovannoe/
28,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко Globus, 3,2% пастеризованное",75,66,75,67,93,https://roscontrol.com/product/globus-32-pasterizovannoe/
29,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Вологжанка"", 3,2% пастеризованное",72,86,75,66,59,https://roscontrol.com/product/vologganka-32-pasterizovannoe-1/
30,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Село Зеленое"" 3,2% пастеризованное",77,88,70,67,82,https://roscontrol.com/product/moloko-selo-zelenoe-3-2-pasterizovannoe/
31,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Красная цена"", 3,2%, ультрапастеризованное",71,83,60,66,76,https://roscontrol.com/product/krasnaya-tsena-32-ultrapasterizovannoe/
32,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Простоквашино"" 3,2% ультрапастеризованное",73,88,65,66,73,https://roscontrol.com/product/moloko-prostokvashino-3-2/
33,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Село Зеленое"" 3,2% ультрапастеризованное",77,91,65,66,84,https://roscontrol.com/product/selo-zelenoe-32-ultrapasterizovannoe/
34,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Простоквашино"" отборное, от 3,4% до 4,5% пастеризованное",82,92,80,63,91,https://roscontrol.com/product/prostokvashino-otbornoe-ot-34-do-45-pasterizovannoe/
35,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Останкинское"" 3,2% ультрапастеризованное",68,97,75,66,32,https://roscontrol.com/product/ostankinskoe-32-ultrapasterizovannoe/
36,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Сарафаново"" 3,2% ультрапастеризованное",71,97,70,67,49,https://roscontrol.com/product/sarafanovo-32-ultrapasterizovannoe/
37,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Валио"" 3,2% ультрапастеризованное",73,97,80,65,49,https://roscontrol.com/product/valio-32-ultrapasterizovannoe/
38,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Авида"" 3,2% ультрапастеризованное",63,97,75,66,15,https://roscontrol.com/product/avida-32-ultrapasterizovannoe/
39,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Вкуснотеево"" 3,2% пастеризованное",80,97,75,67,82,https://roscontrol.com/product/vkusnotieievo-3-2-pastierizovannoie/
40,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Асеньевская ферма"" 3,2% пастеризованное",73,94,75,67,56,https://roscontrol.com/product/asenevskaya-ferma-32-pasterizovannoe/
41,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Рузское"" 3,2-4% пастеризованное",65,0,0,0,0,https://roscontrol.com/product/ruzskoe-32-4-pasterizovannoe-tselnoe/
42,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Домик в деревне"" 3,5% пастеризованное",61,0,0,0,0,https://roscontrol.com/product/domik-v-derevne-35-tselnoe-pasterizovannoe/
43,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Мамуля"" 3,2% ультрапастеризованное",61,0,0,0,0,https://roscontrol.com/product/mamulya-32-ultrapasterizovannoe/
44,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Вологжанка"" 1,5% пастеризованное",59,0,0,0,0,https://roscontrol.com/product/vologganka-15-pasterizovannoe/
45,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Простоквашино"" 3,5% пастеризованное",56,0,0,0,0,https://roscontrol.com/product/prostokvashino-35-tselnoe-pasterizovannoe/
46,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Дмитровский молочный завод"", 3,2%, ультрапастеризованное",63,48,60,67,77,https://roscontrol.com/product/dmitrovskiy-molochniy-zavod-32-ultrapasterizovannoe/
47,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Красная цена"" 3,2% пастеризованное",57,66,80,65,17,https://roscontrol.com/product/krasnaya-tsena-32-pasterizovannoe/
48,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Домик в деревне"" 3,2% ультрапастеризованное",67,88,70,65,46,https://roscontrol.com/product/moloko-domik-v-derevne-ultrapasterizovannoe-32/
49,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Афанасий"" 3,2% пастеризованное",71,94,75,67,48,https://roscontrol.com/product/afanasiy-33-pasterizovannoe/
50,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Дмитровский молочный завод"" 3,2% пастеризованное",56,0,0,0,0,https://roscontrol.com/product/dmitrovskiy-molochniy-zavod-32-pasterizovannoe/
51,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Авида"" 3,2% пастеризованное",-1,0,0,0,0,https://roscontrol.com/product/avida-32-pasterizovannoe/
52,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""Честное коровье молоко"", 3,2%, ультрапастеризованное",-1,0,0,0,0,https://roscontrol.com/product/chestnoe-korove-moloko-33-ultrapasterizovannoe/
53,Продукты,Молочные продукты,Молоко - рейтинг,"Молоко ""36 копеек"", 3,2%, ультрапастеризованное",-1,0,0,0,0,https://roscontrol.com/product/36-kopeek-32-ultrapasterizovannoe/
54,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Коровка из Кореновки"" отборный, 3,2-4,8%",83,91,85,72,83,https://roscontrol.com/product/kefir-korovka-iz-korenovki-otborniy-32-48/
55,Продукты,Молочные продукты,Кефир - рейтинг,"""Чабан"" 2,5%",82,97,75,68,86,https://roscontrol.com/product/chaban-25/
56,Продукты,Молочные продукты,Кефир - рейтинг,"""Простоквашино"" 2,5%",80,97,75,69,77,https://roscontrol.com/product/prostokvashino-25/
57,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир Globus, 3,2%",75,88,80,69,61,https://roscontrol.com/product/kefir-globus-32/
58,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Асеньевская ферма"", 3,2%",79,88,80,70,77,https://roscontrol.com/product/kefir-asenevskaya-ferma-32/
59,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Вологодское лето"", 3,2%",74,88,75,71,61,https://roscontrol.com/product/kefir-vologodskoe-leto-32/
60,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир "" Наша семья/Лакомо"", 3,2%",81,94,80,73,78,https://roscontrol.com/product/kefir-nasha-semya-lakomo/
61,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Простоквашино"", 3,2%",81,88,75,71,89,https://roscontrol.com/product/kefir-prostokvashino/
62,Продукты,Молочные продукты,Кефир - рейтинг,Кефир BioMax 1%,81,95,75,82,72,https://roscontrol.com/product/kefir-biomax-1/
63,Продукты,Молочные продукты,Кефир - рейтинг,"Биокефир ""Вкуснотеево"" 1%",75,95,80,74,51,https://roscontrol.com/product/produkt-kislomolochniy-vkusnoteevo-1/
64,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Простоквашино"" 1%",77,95,80,66,67,https://roscontrol.com/product/kefir-prostokvashino-1/
65,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Домик в деревне"" 1%",79,95,75,74,72,https://roscontrol.com/product/kefir-domik-v-derevne-1/
66,Продукты,Молочные продукты,Кефир - рейтинг,"""Сарафаново"" 2,5",75,94,75,67,64,https://roscontrol.com/product/sarafanovo-25/
67,Продукты,Молочные продукты,Кефир - рейтинг,"""Большая кружка"" 2,5%",72,97,75,69,45,https://roscontrol.com/product/bolshaya-krugka-25/
68,Продукты,Молочные продукты,Кефир - рейтинг,"""Свежее завтра"" 2,5%",71,96,75,70,42,https://roscontrol.com/product/svegee-zavtra-25/
69,Продукты,Молочные продукты,Кефир - рейтинг,"""Рузский"" 2,5%",75,97,80,69,52,https://roscontrol.com/product/ruzskiy-25/
70,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Рузский"" 3,2-4%",53,91,0,70,52,https://roscontrol.com/product/kefir-ruzskiy-32-4/
71,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Милава""",74,99,85,71,42,https://roscontrol.com/product/kefir-milava/
72,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Коровка из Кореновки"" отборный, 3,2-4,8%",83,91,85,72,83,https://roscontrol.com/product/kefir-korovka-iz-korenovki-otborniy-32-48/
73,Продукты,Молочные продукты,Кефир - рейтинг,"""Чабан"" 2,5%",82,97,75,68,86,https://roscontrol.com/product/chaban-25/
74,Продукты,Молочные продукты,Кефир - рейтинг,"""Простоквашино"" 2,5%",80,97,75,69,77,https://roscontrol.com/product/prostokvashino-25/
75,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир Globus, 3,2%",75,88,80,69,61,https://roscontrol.com/product/kefir-globus-32/
76,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Асеньевская ферма"", 3,2%",79,88,80,70,77,https://roscontrol.com/product/kefir-asenevskaya-ferma-32/
77,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Вологодское лето"", 3,2%",74,88,75,71,61,https://roscontrol.com/product/kefir-vologodskoe-leto-32/
78,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир "" Наша семья/Лакомо"", 3,2%",81,94,80,73,78,https://roscontrol.com/product/kefir-nasha-semya-lakomo/
79,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Простоквашино"", 3,2%",81,88,75,71,89,https://roscontrol.com/product/kefir-prostokvashino/
80,Продукты,Молочные продукты,Кефир - рейтинг,Кефир BioMax 1%,81,95,75,82,72,https://roscontrol.com/product/kefir-biomax-1/
81,Продукты,Молочные продукты,Кефир - рейтинг,"Биокефир ""Вкуснотеево"" 1%",75,95,80,74,51,https://roscontrol.com/product/produkt-kislomolochniy-vkusnoteevo-1/
82,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Простоквашино"" 1%",77,95,80,66,67,https://roscontrol.com/product/kefir-prostokvashino-1/
83,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Домик в деревне"" 1%",79,95,75,74,72,https://roscontrol.com/product/kefir-domik-v-derevne-1/
84,Продукты,Молочные продукты,Кефир - рейтинг,"""Сарафаново"" 2,5",75,94,75,67,64,https://roscontrol.com/product/sarafanovo-25/
85,Продукты,Молочные продукты,Кефир - рейтинг,"""Большая кружка"" 2,5%",72,97,75,69,45,https://roscontrol.com/product/bolshaya-krugka-25/
86,Продукты,Молочные продукты,Кефир - рейтинг,"""Свежее завтра"" 2,5%",71,96,75,70,42,https://roscontrol.com/product/svegee-zavtra-25/
87,Продукты,Молочные продукты,Кефир - рейтинг,"""Рузский"" 2,5%",75,97,80,69,52,https://roscontrol.com/product/ruzskiy-25/
88,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Рузский"" 3,2-4%",53,91,0,70,52,https://roscontrol.com/product/kefir-ruzskiy-32-4/
89,Продукты,Молочные продукты,Кефир - рейтинг,"Кефир ""Милава""",74,99,85,71,42,https://roscontrol.com/product/kefir-milava/
90,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Брест-Литовск"" 9%",73,88,70,61,74,https://roscontrol.com/product/tvorog-brest-litovsk-9-1/
91,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Савушкин продукт"" ""Мягкий нежный"" 5%",60,74,70,65,30,https://roscontrol.com/product/tvorog-savushkin-produkt-myagkiy-negniy-5/
92,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Останкинское"" 0,1%",60,75,65,44,56,https://roscontrol.com/product/ostankinskiy-0/
93,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Домик в деревне"" 0,2%",76,83,65,61,96,https://roscontrol.com/product/domik-v-derevne-02/
94,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Чистая линия"" 9%",79,76,75,67,97,https://roscontrol.com/product/chistaya-liniya-9/
95,Продукты,Молочные продукты,Творог - рейтинг,Творог President 9%,77,75,65,74,92,https://roscontrol.com/product/president-9/
96,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Вкуснотеево"" 9%",76,75,65,66,98,https://roscontrol.com/product/vkusnotieievo_9/
97,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""Искренне Ваш"" 9%",65,78,80,50,51,https://roscontrol.com/product/iskrenne-vash-9/
98,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Домик в деревне"" 9%",57,91,70,41,26,https://roscontrol.com/product/domik-v-derevne-9/
99,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""Му-у"" 9%",54,82,75,38,20,https://roscontrol.com/product/tvorog-mu-u-9/
100,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""Балтком"" 9%",60,68,75,49,46,https://roscontrol.com/product/tvorog-baltkom-9/
101,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Маруся"" 9%",72,82,95,59,50,https://roscontrol.com/product/marusya-9/
102,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""ДмитроГорский продукт"" 9%",66,75,90,37,61,https://roscontrol.com/product/dmitrogorskiy-9/
103,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Савушкин хуторок"" 1%",72,82,65,63,76,https://roscontrol.com/product/tvorog-savushkin-hutorok-1/
104,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Простоквашино"" 0,1%",53,88,60,29,34,https://roscontrol.com/product/prostokvashino-0/
105,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""Избенка"" 9%",-1,0,0,0,0,https://roscontrol.com/product/izbenka-9/
106,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""Дмитровский молочный завод"" 9%",-1,0,0,0,0,https://roscontrol.com/product/dmitrovskiy-molochniy-zavod-9/
107,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""Ростагроэкспорт"" 9%",-1,0,0,0,0,https://roscontrol.com/product/tvorog-rostagroeksport-9/
108,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Брест-Литовск"" 9%",73,88,70,61,74,https://roscontrol.com/product/tvorog-brest-litovsk-9-1/
109,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Савушкин продукт"" ""Мягкий нежный"" 5%",60,74,70,65,30,https://roscontrol.com/product/tvorog-savushkin-produkt-myagkiy-negniy-5/
110,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Останкинское"" 0,1%",60,75,65,44,56,https://roscontrol.com/product/ostankinskiy-0/
111,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Домик в деревне"" 0,2%",76,83,65,61,96,https://roscontrol.com/product/domik-v-derevne-02/
112,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Чистая линия"" 9%",79,76,75,67,97,https://roscontrol.com/product/chistaya-liniya-9/
113,Продукты,Молочные продукты,Творог - рейтинг,Творог President 9%,77,75,65,74,92,https://roscontrol.com/product/president-9/
114,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Вкуснотеево"" 9%",76,75,65,66,98,https://roscontrol.com/product/vkusnotieievo_9/
115,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""Искренне Ваш"" 9%",65,78,80,50,51,https://roscontrol.com/product/iskrenne-vash-9/
116,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Домик в деревне"" 9%",57,91,70,41,26,https://roscontrol.com/product/domik-v-derevne-9/
117,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""Му-у"" 9%",54,82,75,38,20,https://roscontrol.com/product/tvorog-mu-u-9/
118,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""Балтком"" 9%",60,68,75,49,46,https://roscontrol.com/product/tvorog-baltkom-9/
119,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Маруся"" 9%",72,82,95,59,50,https://roscontrol.com/product/marusya-9/
120,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""ДмитроГорский продукт"" 9%",66,75,90,37,61,https://roscontrol.com/product/dmitrogorskiy-9/
121,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Савушкин хуторок"" 1%",72,82,65,63,76,https://roscontrol.com/product/tvorog-savushkin-hutorok-1/
122,Продукты,Молочные продукты,Творог - рейтинг,"Творог ""Простоквашино"" 0,1%",53,88,60,29,34,https://roscontrol.com/product/prostokvashino-0/
123,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""Избенка"" 9%",-1,0,0,0,0,https://roscontrol.com/product/izbenka-9/
124,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""Дмитровский молочный завод"" 9%",-1,0,0,0,0,https://roscontrol.com/product/dmitrovskiy-molochniy-zavod-9/
125,Продукты,Молочные продукты,Творог - рейтинг,"Творог Творог ""Ростагроэкспорт"" 9%",-1,0,0,0,0,https://roscontrol.com/product/tvorog-rostagroeksport-9/
126,Продукты,Молочные продукты,Сметана - рейтинг,"""Сарафаново"" 20%",66,91,60,36,76,https://roscontrol.com/product/sarafanovo-20/
127,Продукты,Молочные продукты,Сметана - рейтинг,"""Брест-Литовск"" 20%",63,94,55,36,67,https://roscontrol.com/product/brest-litovsk-20/
128,Продукты,Молочные продукты,Сметана - рейтинг,"""Ростагроэкспорт"" 20%",60,91,60,34,54,https://roscontrol.com/product/rostagroeksport-20/
129,Продукты,Молочные продукты,Сметана - рейтинг,"""Простоквашино"" 20%",65,88,55,38,79,https://roscontrol.com/product/prostokvashino-20/
130,Продукты,Молочные продукты,Сметана - рейтинг,"""Избенка"" 20%",69,91,70,35,79,https://roscontrol.com/product/izbenka-20/
131,Продукты,Молочные продукты,Сметана - рейтинг,"""Свитлогорье"" 15%",65,83,60,38,80,https://roscontrol.com/product/svitlogore-15/
132,Продукты,Молочные продукты,Сметана - рейтинг,"""Ростагроэкспорт"" 15%",66,91,70,38,63,https://roscontrol.com/product/smetana-rostagroeksport-15/
133,Продукты,Молочные продукты,Сметана - рейтинг,"""Простоквашино"" 15%",66,88,55,37,82,https://roscontrol.com/product/smetana-prostokvashino-15/
134,Продукты,Молочные продукты,Сметана - рейтинг,"""Сарафаново"" 15%",66,84,55,38,85,https://roscontrol.com/product/sarafanovo-15/
135,Продукты,Молочные продукты,Сметана - рейтинг,"Сметана ""Вологодская из Вологды"" 25%",65,91,65,50,54,https://roscontrol.com/product/smetana-vologodskaya-iz-vologdi-25/
136,Продукты,Молочные продукты,Сметана - рейтинг,"Сметана ""Козельская"" 25%",72,91,75,51,70,https://roscontrol.com/product/smetana-kozelskaya-25/
137,Продукты,Молочные продукты,Сметана - рейтинг,"Сметана ""Простоквашино"" 25%",67,88,65,49,64,https://roscontrol.com/product/smetana-prostokvashino-25/
138,Продукты,Молочные продукты,Сметана - рейтинг,"Сметана ""Домик в деревне"" 25%",73,85,70,50,86,https://roscontrol.com/product/smetana-domik-v-derevne-25/
139,Продукты,Молочные продукты,Сметана - рейтинг,"""Бежин луг"" 20%",72,97,80,46,66,https://roscontrol.com/product/begin-lug-20/
140,Продукты,Молочные продукты,Сметана - рейтинг,"""Благода"" 20%",74,97,75,52,71,https://roscontrol.com/product/blagoda-20/
141,Продукты,Молочные продукты,Сметана - рейтинг,"""Домик в деревне"" 20%",74,97,80,53,65,https://roscontrol.com/product/domik-v-derevne-1/
142,Продукты,Молочные продукты,Сметана - рейтинг,"""Каждый день"" 20%",73,94,85,52,60,https://roscontrol.com/product/smietana-kazhdyi-dien-15/
143,Продукты,Молочные продукты,Сметана - рейтинг,"""Брест-Литовск"" 15%",74,85,75,52,82,https://roscontrol.com/product/smetana-brest-litovsk-15/
144,Продукты,Молочные продукты,Сметана - рейтинг,"""Сарафаново"" 20%",66,91,60,36,76,https://roscontrol.com/product/sarafanovo-20/
145,Продукты,Молочные продукты,Сметана - рейтинг,"""Брест-Литовск"" 20%",63,94,55,36,67,https://roscontrol.com/product/brest-litovsk-20/
146,Продукты,Молочные продукты,Сметана - рейтинг,"""Ростагроэкспорт"" 20%",60,91,60,34,54,https://roscontrol.com/product/rostagroeksport-20/
147,Продукты,Молочные продукты,Сметана - рейтинг,"""Простоквашино"" 20%",65,88,55,38,79,https://roscontrol.com/product/prostokvashino-20/
148,Продукты,Молочные продукты,Сметана - рейтинг,"""Избенка"" 20%",69,91,70,35,79,https://roscontrol.com/product/izbenka-20/
149,Продукты,Молочные продукты,Сметана - рейтинг,"""Свитлогорье"" 15%",65,83,60,38,80,https://roscontrol.com/product/svitlogore-15/
150,Продукты,Молочные продукты,Сметана - рейтинг,"""Ростагроэкспорт"" 15%",66,91,70,38,63,https://roscontrol.com/product/smetana-rostagroeksport-15/
151,Продукты,Молочные продукты,Сметана - рейтинг,"""Простоквашино"" 15%",66,88,55,37,82,https://roscontrol.com/product/smetana-prostokvashino-15/
152,Продукты,Молочные продукты,Сметана - рейтинг,"""Сарафаново"" 15%",66,84,55,38,85,https://roscontrol.com/product/sarafanovo-15/
153,Продукты,Молочные продукты,Сметана - рейтинг,"Сметана ""Вологодская из Вологды"" 25%",65,91,65,50,54,https://roscontrol.com/product/smetana-vologodskaya-iz-vologdi-25/
154,Продукты,Молочные продукты,Сметана - рейтинг,"Сметана ""Козельская"" 25%",72,91,75,51,70,https://roscontrol.com/product/smetana-kozelskaya-25/
155,Продукты,Молочные продукты,Сметана - рейтинг,"Сметана ""Простоквашино"" 25%",67,88,65,49,64,https://roscontrol.com/product/smetana-prostokvashino-25/
156,Продукты,Молочные продукты,Сметана - рейтинг,"Сметана ""Домик в деревне"" 25%",73,85,70,50,86,https://roscontrol.com/product/smetana-domik-v-derevne-25/
157,Продукты,Молочные продукты,Сметана - рейтинг,"""Бежин луг"" 20%",72,97,80,46,66,https://roscontrol.com/product/begin-lug-20/
158,Продукты,Молочные продукты,Сметана - рейтинг,"""Благода"" 20%",74,97,75,52,71,https://roscontrol.com/product/blagoda-20/
159,Продукты,Молочные продукты,Сметана - рейтинг,"""Домик в деревне"" 20%",74,97,80,53,65,https://roscontrol.com/product/domik-v-derevne-1/
160,Продукты,Молочные продукты,Сметана - рейтинг,"""Каждый день"" 20%",73,94,85,52,60,https://roscontrol.com/product/smietana-kazhdyi-dien-15/
161,Продукты,Молочные продукты,Сметана - рейтинг,"""Брест-Литовск"" 15%",74,85,75,52,82,https://roscontrol.com/product/smetana-brest-litovsk-15/
